Employee_ID	Gender	Department	Education_Level	Job_Level	Age	Years_Experience	Training_Hours	Monthly_Salary	Performance_Score	Attendance_Rate	Project_Completed	Promotion_Last_3Y	Join_Date	Last_Review_Date	City	Contract_Type	Division	Work_From_Home_Days	Employee_Rating
1522	M	XDept	bachelor	Junior	30.0	26.0	221.0	21286914.0	214.0	93.0	20.0	1.0	12-18-2018	2024-06-26T00:00:00		Internship	Business	0.0	5.0
803	F		phd	Supervisor	45.0	12.0	659.0	4730770.0	928.0	100.0	5.0		19/10/2020 00:00	14/06/2024 00:00	DKI Jakarta	Contract		2.0	2.0
937	MALE	Compliance 	diploma	Junior	57.0	9.0	236.0	23255511.0	596.0	82.0	4.0		07-20-2021	27/03/2023 00:00	Sby		Support	0.0	4.0
1442	M	Compliance 	MASTER	SR MANAGER	18.0	10.0	150.0	15788723.0	261.0	96.0	7.0	2.0	23/04/2018 00:00	29/04/2024 00:00	Semarang	CONTRACT		4.0	4.0
1885	Male	Finance	Bachelor 	supervisor	18.0	7.0	5.0	11030692.0	248.0	85.0		0.0	2021/06/20	2023/12/13	SURABAYA	contract		-1.0	-1.0
313	Female	999	Bachelor	Junior	36.0	8.0	145.0	9315698.0	837.0	873.0	6.0	0.0	04-01-2015	05-Oct-2022	Makassar	permanent	Business	3.0	4.0
436	female	Operations	Master	Junior	22.0	2.0	316.0	17201977.0	672.0	936.0	8.0	1.0	2015-07-02T00:00:00	2024-12-11 00:00:00	Bandung	Tetap	Tech	5.0	
1753	FEMALE	operations	Bachelor	junior	36.0	12.0	614.0	19300037.0	698.0	81.0	10.0		09-05-2016	16-Nov-2023	Yogyakarta	Internship	Tech	0.0	0.0
137	female	Risk	Bachelor	Supervisor	42.0	10.0		14973249.0	857.0	881.0	2.0	0.0	2018/11/16	2023-03-10 00:00:00	Bandung	contract	Tech	1.0	1.0
309	Female	HR	Bachelor	Manager	29.0	7.0		20558865.0	441.0	933.0	4.0	0.0	14-Sep-2021	22-May-2024	Jakarta	Contract	People	1.0	1.0
969	Laki-laki	HR	Master	Supervisor	32.0	17.0	115.0	16240815.0	326.0	71.0	7.0	1.0	27-Jul-2015	01/06/2022 00:00	Surabaya		Finance	99.0	2.0
431	Female		PhD	Manager	46.0	11.0	247.0	21520761.0	654.0	865.0	7.0	0.0	07/05/2023 00:00	04/05/2023 00:00	Bandung	permanent	TECH	4.0	0.0
661	m	operations	diploma	Snr Manager	44.0	4.0	319.0	14048962.0	319.0	68.0	6.0		2022-09-21T00:00:00	08/12/2024 00:00	DKI Jakarta	Internship	TECH	-1.0	2.0
1119	male	MARKETING	MASTER	Senior Manager	45.0	29.0	690.0	10177088.0	170.0	92.0	9.0	0.0	2020-09-24T00:00:00	2023/04/18	SURABAYA	Contract	Tech 	2.0	2.0
1691	Laki-laki	HR	MASTER	Snr Manager	25.0	14.0	482.0	4809150.0	978.0	77.0	18.0		2021-12-10 00:00:00	2022-11-14 00:00:00	Makassar	Kontrak	Tech		2.7
371	Female	Marketing	Bachelor	Junior	42.0	-4.0	52.0	13346347.0	719.0	985.0	7.0	1.0	2017-09-10 00:00:00	2023-10-06 00:00:00	DKI Jakarta	Contract	Tech 	3.0	1.0
567	Laki-laki	finance	phd	Manager	60.0	7.0	53.0	14082814.0	255.0	68.0		1.0	2019-07-25T00:00:00	2024/09/01	DKI Jakarta	contract	Tech	0.0	
950	F	XDept	S2	Senior Manager	43.0	29.0	316.0	10064794.0	354.0	62.0	18.0	1.0	2016/03/17	16/09/2022 00:00	Semarang	contract	Tech 	4.0	2.7
1232	Laki-laki	Hr	Diploma	supervisor	53.0	30.0		18591373.0	286.0	66.0	19.0	2.0	23/10/2017 00:00	04-Apr-2024	Makassar		People	3.0	4.0
1972	f	MARKETING	diploma		30.0	18.0	326.0	13358230.0	631.0	89.0	19.0	0.0	2018-01-12 00:00:00	18/03/2023 00:00	Semarang	Permanent	business	-1.0	-1.0
825	Laki-laki	HR	diploma	Officer	26.0	9.0	510.0	23182641.0	96.0	78.0	8.0		06/10/2015 00:00	2023-08-13 00:00:00	Medan		business	99.0	1.0
983	MALE	Compliance 	MASTER	Junior	19.0	15.0	655.0	28628593.0	112.0	71.0	9.0	1.0	30-Oct-2020	03-28-2023	bandung	permanent	TECH	99.0	4.0
182	MALE	HR	Bachelor	Supervisor	33.0	11.0	19.0	7316112.0	805.0	939.0	6.0	0.0	09-04-2017	2022-10-17T00:00:00	jakarta	CONTRACT	TECH	2.0	2.7
1076	Female	Compliance	S1	manager	34.0	12.0	86.0	21187836.0	148.0	78.0	6.0	1.0	2022-07-10T00:00:00	2022-10-05 00:00:00	Medan	CONTRACT		-1.0	
622	Female	Hr		Snr Manager	36.0	11.0	46.0	19522945.0	888.0	99.0	3.0	2.0	2017/06/02	2023-01-26T00:00:00	DKI Jakarta	Contract	Tech 	3.0	2.0
1044	Laki-laki	it	bachelor	Senior Manager	60.0	3.0	102.0	6359371.0	1089.0	66.0	0.0		2022/11/24	2024-03-07 00:00:00	Bandung	Permanent	business	1.0	4.0
1348	F	IT	diploma	Senior Manager	57.0	6.0	625.0	27728332.0	677.0	96.0	7.0		2021/11/30	2024-04-30T00:00:00	jakarta	Contract	Operations		2.0
2086	F	MARKETING	PhD	OFFICER	44.0	17.0	325.0	14614483.0	321.0	64.0	7.0	1.0	18-Jan-2022	2024-10-24T00:00:00	bandung	Kontrak		-1.0	4.0
814	F	MARKETING	Master	SR MANAGER	37.0	22.0	322.0	8591693.0	982.0	60.0	13.0	1.0	2017-12-16 00:00:00	2022-12-16T00:00:00	Jakarta	Tetap	Tech 	5.0	
1617	Male		bachelor	supervisor	40.0	24.0	243.0	3434169.0	76.0	91.0	3.0	1.0	26-Dec-2017	2024-08-24T00:00:00	Yogyakarta	Tetap		2.0	-1.0
407	Male	Operations	Bachelor	Junior	28.0	4.0	16.0	12348616.0	912.0	967.0	1.0	0.0	20-Feb-2021	2022-08-14 00:00:00	jakarta	Internship	business	2.0	6.0
779	M	IT	Bachelor 	junior		6.0	526.0	16781444.0	1048.0		8.0	2.0	03-14-2019	2024/01/17	SURABAYA	Contract	Tech 	0.0	0.0
1221	Female	Marketing	S3	Senior manager	46.0	10.0	147.0	24234407.0	657.0	85.0	6.0	2.0	2016-07-22T00:00:00	2023-09-08 00:00:00	Sby		Business	-1.0	0.0
297	Female	Operations	Diploma	Officer	33.0	11.0	186.0	5789944.0	737.0	946.0	3.0	0.0	2023-11-10T00:00:00	17-Aug-2023	SURABAYA	Internship	TECH	0.0	-1.0
1494	Perempuan		diploma	junior	58.0	7.0	560.0	21234251.0	588.0	71.0	18.0	2.0	2019/09/30	24/02/2023 00:00	Medan 	Permanent	Support	1.0	
462	Female	Marketing	Diploma	Junior	39.0	3.0	161.0		731.0	1048.0	6.0	0.0	2022-07-23 00:00:00	2024-03-11 00:00:00	Bandung	Contract	Operations	1.0	3.5
1999	Perempuan	FINANCE	S3	Senior manager	59.0	23.0	755.0	14060551.0	613.0	86.0	18.0	0.0	2023-08-03 00:00:00	06-28-2022	Medan 	contract	Tech	4.0	2.0
1332		Hr	S2	manager	30.0	19.0	4.0	18053676.0	718.0	90.0	8.0	1.0	2023-08-27T00:00:00	2023-12-08 00:00:00		Contract	Business	99.0	1.0
1014	male	it	Bachelor	Officer	55.0	14.0	258.0	-2303638.0	189.0	96.0	20.0	-1.0	01-13-2015	2023-05-26T00:00:00	Surabaya	Internship	business	99.0	3.5
1358	FEMALE	XDept	Bachelor	Officer	53.0	18.0	425.0	12501652.0	364.0		8.0	1.0	03-16-2019	11-22-2023		contract	Tech		3.5
1555	Male	finance	S2	supervisor	26.0	11.0	402.0	5510533.0	893.0	76.0	16.0	0.0	30-Jan-2020	2023-02-14T00:00:00		permanent		3.0	3.0
127	Female	Hr	Master	Junior	31.0	11.0	131.0	7838180.0	795.0	1026.0	5.0	1.0	05-Jul-2018	2023/05/15	Jakarta	Internship	Finance	99.0	-1.0
888	MALE	XDept	Diploma	Officer	56.0	27.0	680.0	26541757.0	913.0	66.0	8.0		2017-10-27T00:00:00	11-06-2024	Sby	contract	Business	5.0	-1.0
1008	male	IT	bachelor	Snr Manager	51.0	24.0	180.0	12544572.0	1500.0	68.0	0.0		05/07/2016 00:00	2023/08/11	Sby	permanent	People	4.0	1.0
356	MALE	Marketing	Diploma	Manager	23.0	12.0	147.0	12837562.0	747.0	986.0	10.0	0.0	2015-08-12 00:00:00	18-Sep-2023	bandung	Tetap	Finance	-1.0	2.0
1704	Perempuan	finance	Bachelor 	Supervisor	38.0	21.0	33.0	19209898.0	363.0	93.0	4.0	-1.0	2015/07/23	2023-02-25T00:00:00	bandung	Internship		-1.0	5.0
683	Male	it	S1	Senior Manager	22.0	29.0	402.0	19510703.0	933.0	66.0	8.0	0.0	16-Oct-2015	2023/05/29		Permanent		0.0	0.0
1743	Laki-laki	IT	PhD	Junior	50.0	10.0	455.0	13560713.0	76.0	68.0	11.0		2015-08-18 00:00:00	01-22-2023	jakarta	Tetap	Tech 	3.0	
1091	Laki-laki	Marketing		Supervisor	28.0	7.0	156.0	21138326.0	508.0	71.0	19.0	0.0	2020/12/04	2023-10-29T00:00:00		Permanent	Tech 	4.0	
985	Female	Compliance	S3	Manager	37.0	8.0	41.0	8511163.0	508.0		16.0	2.0	2019-05-14 00:00:00	2022-04-23 00:00:00	DKI Jakarta	permanent	Operations	3.0	
1638	Female	Compliance 	Bachelor	Senior manager	55.0	23.0	750.0	25203743.0	675.0	73.0	8.0	2.0	2021-06-16T00:00:00	11-02-2022	Sby	Tetap		3.0	-1.0
141	Male	Risk	Master	Manager	32.0	2.0	23.0	9853108.0	745.0	966.0	6.0	0.0	2016-12-06 00:00:00	15/11/2024 00:00		Contract	Finance	99.0	4.0
1814	Male	Compliance	PhD	junior	51.0	26.0	622.0	17604051.0	822.0	94.0	3.0		20-Oct-2020	03-16-2022	Medan 		Operations	99.0	5.0
1520		IT	MASTER	Senior Manager	60.0	19.0	409.0	14626714.0	1083.0	86.0	2.0	0.0	25-Aug-2018	2024-01-05 00:00:00	Sby	CONTRACT	Finance	0.0	5.0
1269	male	FINANCE	Bachelor	supervisor	30.0	21.0	299.0	5692643.0	933.0	98.0	20.0	1.0	2018-08-20 00:00:00	2022/06/10	Semarang	contract	Operations	5.0	0.0
1786	M	MARKETING	Bachelor	supervisor	49.0	24.0	733.0	8924925.0	298.0	62.0	16.0	2.0	2018/02/17	07-Dec-2022		Contract		2.0	4.0
1246	Laki-laki	Operations	S1	manager	31.0	14.0	390.0		390.0	94.0	15.0	0.0	27/10/2022 00:00	2024-02-20 00:00:00	Medan 	CONTRACT	business		5.0
1165	Male		Bachelor	Officer	43.0	5.0	424.0	24853397.0	656.0	93.0	0.0	0.0	18/02/2020 00:00	23-Nov-2024	Makassar	Internship	Tech 	2.0	0.0
1671	Laki-laki	FINANCE	diploma	Manager	29.0	1.0	29.0	13861145.0	704.0	67.0	12.0		2018-03-10 00:00:00	2023-10-23T00:00:00	bandung	CONTRACT	Finance	0.0	-1.0
712	Laki-laki	HR	Master	junior	55.0	25.0	241.0	10315147.0	408.0	77.0	8.0	0.0	01-Jul-2020	2024-02-07T00:00:00	Makassar	Tetap	Finance	3.0	5.0
1074	m	Risk	Bachelor	manager	56.0	23.0	589.0	20890505.0	602.0	70.0	0.0	-1.0	30/12/2019 00:00	2022-05-06T00:00:00	Sby	Permanent	Finance	3.0	2.7
1905	m	HR	bachelor	Officer	57.0	1.0	68.0	12824456.0	902.0	96.0	11.0		2021-01-29T00:00:00	2023/02/22		Permanent	Business	99.0	
11	female	Operations	Bachelor	Supervisor	31.0	4.0	68.0	11076270.0	903.0	918.0	9.0	0.0	17/11/2015 00:00	2022/01/21	Semarang	contract	Operations	2.0	2.0
1380		Risk 	Diploma	Supervisor	51.0	22.0	685.0	7776321.0	612.0	89.0	6.0	2.0	10-Aug-2023	17-Oct-2022	bandung	Kontrak	Operations	4.0	0.0
1356	m	MARKETING	diploma	Manager	36.0		744.0	29208312.0	0.0	85.0	16.0	-1.0	19-Jan-2022	2024-01-31 00:00:00	Makassar		Tech 	2.0	4.0
755	M	operations	diploma	Snr Manager	46.0	6.0	691.0	17833009.0	260.0	79.0	19.0		2023/08/30	18/02/2023 00:00	Medan	Permanent	Tech	1.0	1.0
627	female	it	S1	Senior manager	53.0	20.0		17954111.0	549.0	80.0	3.0	-1.0	02-13-2023	20-Feb-2022	Makassar		Tech	1.0	1.0
2035	Perempuan	Risk	S1	Supervisor	53.0	13.0	390.0	12038820.0	684.0	66.0	12.0	2.0	18-Oct-2016	24/11/2024 00:00		Permanent	Operations	-1.0	1.0
130	Female		Master	Manager	28.0	5.0	32.0	7619576.0	73.0	861.0	8.0	0.0	2023-03-26T00:00:00	05-27-2024	Makassar	Permanent	Operations	3.0	4.0
844	Perempuan	Compliance	S1	OFFICER	19.0	14.0	270.0	22334103.0	646.0	74.0	17.0		18-Nov-2022	03/11/2024 00:00	jakarta	contract	Business	1.0	
324	Male	Risk	Diploma	Manager	30.0	5.0	77.0	13612765.0	793.0	853.0	6.0	0.0	2015/03/13	2022/04/02	Semarang	permanent	Business	99.0	6.0
1750	Perempuan	Risk 		manager	31.0	23.0		14601308.0	579.0	93.0	17.0		27/12/2020 00:00	01-30-2023	DKI Jakarta	Kontrak	Tech 	0.0	2.0
15	female	IT	Bachelor	Supervisor	36.0	8.0	248.0	7329093.0	597.0	1013.0	9.0	1.0	2016-03-19T00:00:00	09-20-2023	Surabaya	CONTRACT		2.0	
1518	MALE	Risk 	PhD	Supervisor	36.0	13.0	682.0	22884715.0	414.0	87.0	7.0		04/11/2022 00:00	26-Mar-2023	DKI Jakarta			1.0	2.7
216	MALE	999	Master	Officer	44.0	7.0	282.0	6548354.0	889.0	879.0	9.0	0.0	11-Sep-2017	01-26-2024		Contract	Support	99.0	2.0
1188		it	Master	Senior Manager	26.0	1.0	453.0	22072138.0	192.0	74.0	0.0	2.0	11-05-2023	19/05/2023 00:00	Bandung	Kontrak	Support	5.0	-1.0
1430	MALE	IT	Bachelor 	SR MANAGER	59.0	6.0	472.0	29278352.0	703.0	74.0	3.0	1.0	06/03/2021 00:00	2022/11/29		Tetap	Tech	-1.0	-1.0
1946	Female	MARKETING	PhD	Manager	44.0	23.0	-100.0	5098640.0	363.0	68.0	4.0	0.0	2023-06-28T00:00:00	08-Mar-2023		contract	Business	5.0	2.7
865	M	Risk 	PhD	Junior	39.0	20.0	100.0	24914541.0	906.0	100.0	-3.0	-1.0	2020-08-23 00:00:00	2024-04-17 00:00:00	Medan	Tetap	People	0.0	2.7
517	male	Risk 	Master	manager	59.0	26.0		28285462.0	390.0	90.0	12.0	1.0	2019-04-02 00:00:00	03-10-2024	DKI Jakarta	Kontrak	TECH	5.0	4.0
598	Laki-laki	FINANCE	Bachelor 	Officer	58.0	2.0	63.0	7385842.0	584.0	85.0	10.0		2017-08-14 00:00:00	20/02/2023 00:00	bandung	Contract	Tech 	4.0	5.0
196	MALE	Finance	Bachelor	Officer	21.0	3.0	94.0	18636382.0	729.0	897.0	5.0	0.0	11-02-2019	13-Dec-2023	Medan	CONTRACT	Support	5.0	
289	MALE	Hr	Master	Supervisor	42.0	-1.0	468.0	17813129.0	653.0	927.0	1.0	1.0	2020/04/08	13-Apr-2022		Tetap	Operations	3.0	4.0
951	m	MARKETING	Diploma	Snr Manager	0.0	11.0	32.0	29965260.0	432.0	89.0	12.0		16/01/2020 00:00	2023-11-01T00:00:00	Yogyakarta	Internship		2.0	-1.0
1341	Female	operations	Master	Manager	29.0	16.0			134.0	91.0	2.0	0.0	2016-08-25T00:00:00	2022-11-23T00:00:00	DKI Jakarta		Tech 	2.0	4.0
1565	m	FINANCE	S3	OFFICER		20.0	234.0	18022430.0	364.0	85.0	16.0	1.0	2015-12-28 00:00:00	24/11/2022 00:00	Bandung	CONTRACT	Tech 	3.0	3.0
550	M	HR	MASTER	Senior manager	20.0	25.0	192.0	18959461.0	176.0	81.0	2.0	1.0	10/06/2015 00:00	2024/06/15	bandung	contract		3.0	
157	female	finance	Diploma	Supervisor	29.0	7.0	78.0	9778631.0	922.0	929.0	8.0	1.0	2020-12-04 00:00:00	2023-02-27 00:00:00	bandung		Business	3.0	-1.0
420	female	Finance	Bachelor	Junior	58.0	6.0		8224542.0	698.0	901.0	4.0	0.0	28/03/2018 00:00	12-11-2024		Permanent	Tech	3.0	-1.0
923	M	Risk	S2	Manager	41.0	13.0	304.0	7029099.0	588.0	73.0	20.0	0.0	05/05/2020 00:00	2022-01-30 00:00:00	Medan		Tech	5.0	2.0
478	Male	Unknown	Bachelor	Officer	40.0	11.0	201.0	16328952.0	1003.0	973.0	7.0	0.0	2015/06/10	2024-01-01T00:00:00	Bandung	Contract	business	2.0	5.0
1621	f	Compliance	Bachelor	manager	35.0	24.0	711.0	20670080.0	437.0	99.0	18.0	0.0	2023-08-28T00:00:00	2022-12-26T00:00:00	SURABAYA	Permanent		3.0	3.5
554	male	FINANCE	S2	SR MANAGER	27.0	9.0	483.0	7657109.0	1010.0	60.0	0.0	1.0	2021-02-25T00:00:00	2024/12/16	Semarang	Contract		5.0	1.0
391	Male	Compliance	Bachelor	Junior	24.0	8.0	2.0	17074484.0	902.0	908.0	3.0	0.0	2017/06/15	11-Jul-2022	SURABAYA	Permanent	Support	2.0	0.0
579		Operations	Bachelor 	Officer	54.0	26.0	693.0	14131006.0	336.0	65.0	11.0	2.0	2017-08-08 00:00:00	29-Nov-2023	bandung	contract		5.0	5.0
1935	Female	HR	S3	junior	44.0	13.0	680.0	14415876.0	179.0	89.0	13.0		25-Dec-2018	04-Jun-2022	Sby	Tetap	Support	1.0	4.0
2068	male	finance	Master	Supervisor	57.0	28.0	60.0	23264894.0	743.0	81.0	3.0	-1.0	2015-11-29 00:00:00	2022-04-19 00:00:00	Jakarta	contract	People	5.0	6.0
2037	M	Marketing	Bachelor 	SR MANAGER	49.0	16.0	457.0	18153981.0	1026.0	100.0	15.0		2019/12/05	2022/04/24	Medan	CONTRACT	Business	99.0	5.0
821	Laki-laki	Risk 	phd	Supervisor	29.0	23.0	174.0	26475642.0	1025.0	78.0	18.0		2019/05/22	2022/08/08	Yogyakarta	CONTRACT	business		
2061	f	Hr	phd	SR MANAGER	53.0	25.0	463.0		904.0	90.0	18.0		10-05-2021	12-Jul-2022	Semarang	contract	Business		6.0
1007	Female	Marketing	Bachelor 	OFFICER	60.0	3.0	763.0	6890096.0	874.0	71.0	19.0	2.0	2016-07-11T00:00:00	2023-12-04T00:00:00	SURABAYA	permanent	business	1.0	3.5
613	Perempuan	it	Diploma	Snr Manager	60.0	9.0	673.0	9077910.0	1014.0	76.0	17.0	1.0	08-16-2022	02/07/2022 00:00		Kontrak	People	2.0	-1.0
665	f	Risk 	S2	SR MANAGER	25.0	22.0	371.0	26732349.0	1097.0	70.0	12.0	1.0	04-Oct-2018	04/11/2022 00:00	Bandung	Permanent	Finance	5.0	2.0
1953	Laki-laki	HR	Diploma	SR MANAGER	21.0	15.0	780.0	580627742.0	979.0	81.0	14.0		13/04/2016 00:00	02/06/2024 00:00	Medan 	Kontrak	Operations		2.0
143	female	Marketing	Bachelor	Manager	40.0	8.0	231.0	9619213.0	734.0	887.0	2.0	0.0	2020/09/14	2024-01-16 00:00:00	Surabaya	Kontrak	Business		4.0
2036	Female	Compliance	Master	supervisor	28.0	9.0	304.0	22382319.0	962.0	71.0	19.0	0.0	2020/05/30	05-Jun-2022	Sby	Internship	People	99.0	6.0
1342	M	Operations	Bachelor 	Senior Manager	26.0	10.0	18.0	14928993.0	966.0	70.0	7.0	2.0	2015/08/15	12-30-2024	SURABAYA	permanent	business	99.0	2.0
422	female	Risk	Bachelor	Officer	25.0	8.0	277.0	14657550.0	829.0	85.0	2.0	0.0	2022/12/20	11-12-2023		Permanent	business	4.0	4.0
800	F	it		Supervisor	38.0	21.0	533.0	18118250.0	307.0	100.0	3.0	1.0	2019-09-18T00:00:00	07-Dec-2022	Makassar	permanent	business	3.0	
616	F	XDept	Diploma	OFFICER		4.0	22.0	8670187.0	126.0	100.0	17.0	-1.0	2015-07-16T00:00:00	2022-08-10T00:00:00	Jakarta	Kontrak	Business	2.0	2.0
296	Female	Compliance	PhD	Senior Manager	31.0	13.0	136.0	10304898.0	757.0	962.0	5.0	0.0	11-18-2018	2024-07-24T00:00:00	Jakarta	Permanent	Finance	3.0	3.5
402	Female	Compliance	Bachelor	Officer	27.0	7.0	249.0		714.0	942.0	2.0	1.0	05/01/2016 00:00	2022-02-25T00:00:00	bandung	Internship	Finance	4.0	2.0
89	female	IT	Bachelor	Supervisor	37.0	13.0	446.0	6857270.0	788.0	983.0	11.0	0.0	19/06/2015 00:00	10-Jun-2024	Makassar	permanent	Finance	0.0	0.0
1509	FEMALE	finance	Bachelor 	OFFICER	41.0	11.0	190.0	11609465.0	255.0	84.0	14.0	-1.0	01-08-2021	2023-10-27 00:00:00	DKI Jakarta	CONTRACT	Business	-1.0	
549	F	Operations	PhD	Supervisor	59.0	30.0	505.0	21915823.0	969.0	96.0	19.0		2016/09/10	2022/05/20	Semarang	Permanent	Business	5.0	
132	Female	Hr	Master	Supervisor	35.0	17.0	108.0	8330603.0	918.0	927.0	5.0	0.0	2021/04/25	2022-09-03 00:00:00	Semarang	CONTRACT	Tech 	4.0	
1152	male	Risk	S2		29.0	25.0	650.0	28398455.0	664.0	95.0	18.0	1.0	2022-03-31 00:00:00	05/07/2022 00:00	Medan	Contract	business	1.0	
1217	M	Compliance 	PhD	manager	30.0	23.0	597.0	11305299.0	979.0	90.0	7.0	-1.0	2021-03-03T00:00:00	09/01/2024 00:00	Sby	Kontrak	Business	0.0	0.0
1526	Laki-laki	XDept	bachelor	supervisor	41.0	6.0	475.0	7321565.0	222.0	96.0	14.0	1.0	06-20-2015	2024/11/03	Semarang	CONTRACT	TECH	99.0	1.0
1702	f	XDept	diploma	Manager	36.0	23.0	247.0	28397828.0	1066.0	62.0	17.0		2020-01-29T00:00:00	2024-02-09 00:00:00	DKI Jakarta	permanent	Finance	3.0	4.0
725	male	IT	Bachelor 	OFFICER	55.0	17.0	37.0	19310841.0	1049.0	63.0	13.0	-1.0	09-18-2015	2024/05/04	bandung	contract		0.0	3.0
1658	F	Finance	S3	Snr Manager	60.0	0.0	8.0		773.0	90.0	8.0	1.0	2020-06-04T00:00:00	2023-08-24T00:00:00	Yogyakarta	Internship	TECH		5.0
270	female	Operations	Bachelor	Supervisor	29.0	11.0	119.0	9727179.0	724.0	959.0	6.0	0.0	2015-08-11T00:00:00	29/05/2023 00:00	Semarang	CONTRACT	Finance	5.0	4.0
1545	F	Marketing	Bachelor 	Senior Manager	32.0	8.0	331.0	25883418.0	580.0	69.0	12.0	1.0	26-Apr-2018	17-Feb-2023	Surabaya	Kontrak	Tech	99.0	6.0
918	Male	Compliance 	bachelor	Supervisor	42.0	19.0	321.0	12178883.0	455.0	89.0	18.0	0.0	2016-05-22 00:00:00	31-Oct-2023	Bandung	Kontrak		3.0	5.0
1668	female	Risk 	Bachelor 	Manager	48.0	27.0	709.0	8713264.0	202.0	71.0	9.0	2.0	09-30-2017	2023-10-04 00:00:00	Bandung	CONTRACT			2.0
1985	Female	HR	phd	Senior Manager	25.0		474.0	20386627.0	182.0	-50.0	9.0	2.0	28/07/2017 00:00	2022-11-03T00:00:00	Surabaya	CONTRACT	business	99.0	1.0
376	MALE	Hr	Bachelor	Junior	24.0	14.0	493.0	5133832.0	785.0	925.0	8.0	1.0	14/10/2023 00:00	2022/05/14	Surabaya	permanent	People	3.0	
334	Female	Operations	Bachelor	Supervisor	33.0	14.0	35.0	23536929.0	544.0	957.0	3.0	0.0	08-Dec-2017	01-23-2022	jakarta	Tetap	Business	2.0	
1315	male	it	S2	OFFICER	25.0	14.0	437.0	27247295.0		96.0	11.0	1.0	2015-09-07 00:00:00	22/03/2024 00:00	Surabaya	contract	Support	2.0	6.0
1996	F	operations	PhD	OFFICER	31.0	10.0	748.0	4091494.0	311.0	82.0	19.0	1.0	03-04-2022	2024-03-30T00:00:00	Sby	permanent	People	2.0	-1.0
911	Female			Senior manager	55.0	27.0	646.0	29378200.0	299.0	68.0	2.0	0.0	2015/01/16	23/04/2023 00:00	Surabaya		Operations	5.0	2.0
777	Female	HR	Bachelor	Senior Manager	49.0	0.0	434.0	27521490.0	1069.0	94.0	12.0		2017-02-17T00:00:00	2022-01-15T00:00:00	SURABAYA	permanent	TECH	5.0	-1.0
1279	female	Compliance	MASTER	Senior Manager	20.0	4.0	671.0	28549177.0	829.0	79.0	12.0	1.0	2020/07/17	2023-02-24T00:00:00	Semarang	Contract	Tech 	-1.0	2.0
329	Female	Operations	Bachelor	Officer	31.0	13.0		10106152.0	841.0	936.0	3.0	1.0	02-Apr-2015	2023/03/25	bandung	Permanent	Business	0.0	1.0
1737		Risk 	Master	manager	18.0	29.0	256.0	12527727.0	792.0	66.0	13.0	2.0	2023-12-18 00:00:00	2024/06/06		Internship	Support	1.0	1.0
13	Female	Marketing	Bachelor	Officer	39.0	12.0	178.0	8139070.0	836.0	1003.0	4.0	0.0	2018-02-16 00:00:00	06-20-2022	jakarta	CONTRACT	Operations	99.0	4.0
898	F	Operations	bachelor	OFFICER	21.0	29.0	675.0	22835139.0	236.0	80.0	18.0	-1.0	2020/11/06	02-16-2023	jakarta	CONTRACT		4.0	-1.0
172	Male	Marketing	Master	Officer	32.0	11.0	63.0	15402711.0	689.0	1045.0	6.0	0.0	2015-08-27T00:00:00	09-21-2022	DKI Jakarta	Internship	Business	3.0	
261	Female	Compliance	PhD	Officer	30.0	5.0	303.0	10422691.0	611.0	91.0	4.0	0.0	05-23-2020	24/01/2022 00:00	Sby	Internship		1.0	6.0
1695	male	Operations	S3	Manager	42.0	1.0	159.0	3261778.0	225.0	67.0	18.0	2.0	04-13-2023	04-05-2022	bandung	contract		0.0	
1845	m	Risk	MASTER	Manager	38.0	9.0	727.0		989.0	68.0	15.0		2019-04-27T00:00:00	10-24-2024	Sby	Contract	Finance	5.0	4.0
902	female	Finance	Master	Junior	29.0	22.0	247.0	15445402.0	342.0	62.0	16.0	1.0	14/08/2023 00:00	2023-10-14 00:00:00	Bandung	CONTRACT	People	1.0	
259	Female	Compliance	Bachelor	Manager	37.0	12.0	51.0	13746974.0	757.0	785.0	6.0	0.0	2015-07-15T00:00:00	2022/11/18	Medan 	Contract	TECH		-1.0
845	female	XDept	diploma	Supervisor	23.0	5.0	501.0	5814840.0	1019.0	96.0	1.0		08-14-2019	23/11/2023 00:00		Kontrak	Finance	1.0	-1.0
139	Female	Marketing	Bachelor	Officer	23.0	3.0	158.0	9534191.0	911.0	861.0	8.0	0.0	07-08-2021	21/12/2022 00:00	Medan 	Internship	TECH	-1.0	0.0
320	MALE	finance	Master	Officer	47.0	-3.0	91.0	20539852.0	782.0	866.0	2.0	1.0	07-Apr-2023	2023/10/26	Sby	Internship	Tech		6.0
1950	F	finance	Master	Snr Manager	36.0	14.0	535.0	22858636.0	853.0	61.0	7.0		26/12/2021 00:00	28/04/2022 00:00	Medan 	Contract	Tech		
1829	Laki-laki	FINANCE	phd	Snr Manager	43.0	20.0	18.0	28289464.0	909.0	80.0	12.0	0.0	06/05/2017 00:00	2024-07-05 00:00:00	DKI Jakarta	Tetap	Tech 		6.0
1333	F	XDept	Bachelor	junior	56.0	15.0	83.0	26463234.0	-10.0	92.0	1.0		29/10/2015 00:00	2023-06-04T00:00:00	Makassar	Kontrak	Operations	99.0	3.0
559	MALE	Risk 	Bachelor 	Officer	38.0	22.0	555.0	13064875.0	406.0	92.0	6.0	1.0	2023/11/12	02-23-2022	Makassar		Business	2.0	-1.0
