date;open;high;low;close
2024-01-29;109.0;231.0;95;234
2024-01-30;180.0;279.0;80;166
2024-01-31;120.0;298.0;58;153
2024-02-01;127.0;255.0;54;207
2024-02-02;168.0;257.0;58;204
2024-02-03;180.0;293.0;78;210
2024-02-04;168.0;246.0;54;115
;114.0;284.0;72;156
2024-02-06;121.0;223.0;96;145
2024-02-07;152.0;212.0;98;247
2024-02-08;195.0;225.0;58;198
2024-02-09;116.0;211.0;81;201
2024-02-10;158.0;275.0;76;166
;199.0;214.0;73;239
2024-02-12;152.0;241.0;54;198
2024-02-13;126.0;275.0;69;193
2024-02-14;182.0;232.0;79;182
2024-02-15;117.0;287.0;82;141
2024-02-16;137.0;218.0;71;239
2024-02-17;118.0;272.0;96;167
2024-02-18;171.0;299.0;61;118
2024-02-19;198.0;231.0;77;126
2024-02-20;191.0;236.0;84;193
2024-02-21;107.0;272.0;60;217
2024-02-22;194.0;219.0;73;168
2024-02-23;159.0;263.0;55;189
2024-02-24;103.0;273.0;74;239
2024-02-25;112.0;295.0;82;122
2024-02-26;107.0;290.0;98;228
2024-02-27;146.0;224.0;51;178
2024-02-28;170.0;275.0;65;147
;145.0;278.0;65;122
2024-03-01;100.0;237.0;99;225
2024-03-02;130.0;288.0;93;184
2024-03-03;166.0;273.0;91;186
2024-03-04;148.0;242.0;92;198
2024-03-05;182.0;231.0;58;143
2024-03-06;175.0;212.0;59;116
2024-03-07;108.0;248.0;67;113
2024-03-08;170.0;208.0;83;206
2024-03-09;102.0;210.0;65;125
2024-03-10;104.0;267.0;90;116
2024-03-11;150.0;228.0;86;194
2024-03-12;198.0;257.0;85;162
2024-03-13;198.0;250.0;63;174
2024-03-14;176.0;256.0;76;116
2024-03-15;153.0;207.0;63;120
2024-03-16;174.0;256.0;80;197
2024-03-17;197.0;273.0;86;234
2024-03-18;199.0;280.0;72;136
2024-03-19;170.0;241.0;88;186
2024-03-20;119.0;245.0;64;129
2024-03-21;130.0;253.0;86;244
2024-03-22;134.0;264.0;60;179
2024-03-23;124.0;245.0;74;141
2024-03-24;195.0;264.0;93;117
2024-03-25;160.0;271.0;87;127
2024-03-26;140.0;273.0;74;222
2024-03-27;133.0;263.0;79;230
2024-03-28;181.0;296.0;82;193
2024-03-29;123.0;270.0;92;212
2024-03-30;172.0;295.0;65;130
2024-03-31;139.0;223.0;85;131
2024-04-01;105.0;265.0;96;119
2024-04-02;153.0;262.0;80;152
2024-04-03;110.0;236.0;85;189
2024-04-04;192.0;252.0;80;147
2024-04-05;121.0;240.0;96;116
2024-04-06;195.0;207.0;64;205
2024-04-07;166.0;238.0;96;111
2024-04-08;173.0;205.0;79;132
2024-04-09;111.0;288.0;80;109
2024-04-10;124.0;258.0;98;111
2024-04-11;100.0;259.0;53;108
2024-04-12;146.0;258.0;97;222
2024-04-13;128.0;236.0;97;128
2024-04-14;109.0;277.0;56;101
2024-04-15;131.0;240.0;81;220
2024-04-16;157.0;;69;191
2024-04-17;154.0;247.0;61;243
2024-04-18;164.0;245.0;61;146
2024-04-19;183.0;227.0;50;243
2024-04-20;139.0;242.0;88;163
2024-04-21;188.0;223.0;63;189
2024-04-22;121.0;238.0;78;110
2024-04-23;151.0;235.0;70;118
2024-04-24;198.0;294.0;94;124
2024-04-25;101.0;238.0;57;209
2024-04-26;103.0;268.0;56;175
2024-04-27;154.0;234.0;86;208
2024-04-28;173.0;234.0;81;157
2024-04-29;113.0;236.0;78;153
2024-04-30;168.0;270.0;74;167
2024-05-01;103.0;220.0;76;155
2024-05-02;156.0;254.0;79;100
2024-05-03;120.0;250.0;96;145
2024-05-04;118.0;257.0;90;239
2024-05-05;198.0;209.0;95;214
2024-05-06;185.0;291.0;92;177
2024-05-07;;226.0;61;163
2024-05-08;161.0;260.0;50;165
2024-05-09;198.0;232.0;77;204
2024-05-10;167.0;290.0;92;230
2024-05-11;172.0;297.0;70;171
2024-05-12;170.0;253.0;99;109
2024-05-13;150.0;288.0;62;198
2024-05-14;112.0;276.0;88;166
2024-05-15;102.0;296.0;55;229
2024-05-16;146.0;252.0;59;186
2024-05-17;158.0;263.0;95;102
2024-05-18;178.0;256.0;64;141
2024-05-19;103.0;271.0;97;140
2024-05-20;139.0;243.0;54;138
2024-05-21;136.0;241.0;95;169
2024-05-22;173.0;265.0;99;124
2024-05-23;156.0;289.0;99;216
2024-05-24;137.0;206.0;70;205
2024-05-25;172.0;294.0;72;152
2024-05-26;180.0;268.0;95;200
2024-05-27;162.0;202.0;57;231
2024-05-28;184.0;252.0;88;161
2024-05-29;153.0;291.0;54;170
2024-05-30;183.0;272.0;67;115
2024-05-31;;255.0;89;183
2024-06-01;165.0;201.0;62;127
2024-06-02;148.0;244.0;54;104
2024-06-03;150.0;229.0;72;160
2024-06-04;167.0;282.0;82;205
2024-06-05;185.0;256.0;66;137
2024-06-06;172.0;226.0;82;121
2024-06-07;137.0;246.0;77;210
2024-06-08;104.0;267.0;84;127
2024-06-09;196.0;210.0;51;111
2024-06-10;125.0;;59;101
2024-06-11;183.0;205.0;81;158
2024-06-12;109.0;218.0;70;159
2024-06-13;126.0;240.0;94;233
2024-06-14;102.0;259.0;63;209
2024-06-15;137.0;241.0;61;150
2024-06-16;109.0;292.0;51;150
2024-06-17;189.0;237.0;67;214
2024-06-18;140.0;262.0;53;124
2024-06-19;125.0;293.0;95;145
2024-06-20;130.0;265.0;75;206
2024-06-21;108.0;220.0;84;196
2024-06-22;120.0;201.0;80;238
2024-06-23;107.0;271.0;50;183
2024-06-24;100.0;220.0;78;137
2024-06-25;186.0;218.0;70;178
2024-06-26;168.0;283.0;90;146
2024-06-27;137.0;204.0;56;122
2024-06-28;125.0;231.0;71;180
2024-06-29;121.0;262.0;61;107
2024-06-30;137.0;291.0;67;132
2024-07-01;126.0;284.0;88;119
2024-07-02;180.0;;54;224
2024-07-03;159.0;233.0;54;213
2024-07-04;108.0;222.0;89;234
2024-07-05;141.0;254.0;66;249
2024-07-06;114.0;260.0;52;232
2024-07-07;114.0;263.0;57;138
2024-07-08;163.0;;54;115
2024-07-09;149.0;266.0;88;139
2024-07-10;118.0;216.0;89;235
2024-07-11;165.0;260.0;69;157
2024-07-12;144.0;281.0;75;207
2024-07-13;139.0;289.0;74;154
2024-07-14;102.0;237.0;70;186
2024-07-15;161.0;218.0;56;195
2024-07-16;127.0;238.0;56;234
2024-07-17;170.0;274.0;95;167
2024-07-18;132.0;219.0;61;241
2024-07-19;165.0;294.0;93;193
2024-07-20;162.0;282.0;87;163
2024-07-21;114.0;234.0;89;114
2024-07-22;109.0;244.0;61;249
2024-07-23;143.0;277.0;91;211
2024-07-24;127.0;261.0;76;246
2024-07-25;190.0;261.0;99;215
2024-07-26;;217.0;96;151
2024-07-27;115.0;227.0;76;242
2024-07-28;147.0;218.0;76;126
2024-07-29;187.0;240.0;93;198
2024-07-30;142.0;260.0;78;161
2024-07-31;144.0;287.0;93;186
2024-08-01;191.0;297.0;92;102
2024-08-02;160.0;248.0;73;187
2024-08-03;186.0;241.0;99;174
2024-08-04;131.0;229.0;58;113
2024-08-05;117.0;285.0;70;145
2024-08-06;172.0;299.0;78;149
2024-08-07;125.0;240.0;91;126
2024-08-08;117.0;230.0;89;233
2024-08-09;161.0;299.0;54;213
2024-08-10;176.0;204.0;83;232
2024-08-11;;246.0;61;116
2024-08-12;114.0;219.0;85;243
2024-08-13;188.0;259.0;91;175
2024-08-14;117.0;296.0;59;200
2024-08-15;169.0;207.0;67;245
;100.0;231.0;55;133
2024-08-17;151.0;204.0;56;228
2024-08-18;186.0;286.0;65;224
2024-08-19;116.0;212.0;59;147
2024-08-20;184.0;287.0;77;186
2024-08-21;108.0;234.0;61;202
2024-08-22;139.0;202.0;60;114
2024-08-23;118.0;249.0;97;106
2024-08-24;100.0;273.0;59;108
2024-08-25;127.0;222.0;83;216
2024-08-26;193.0;254.0;99;193
2024-08-27;189.0;238.0;96;151
2024-08-28;117.0;262.0;87;198
2024-08-29;155.0;219.0;93;195
2024-08-30;114.0;243.0;67;146
;190.0;290.0;96;175
2024-09-01;121.0;212.0;56;240
2024-09-02;188.0;226.0;69;234
2024-09-03;125.0;213.0;57;126
2024-09-04;114.0;241.0;80;138
2024-09-05;193.0;202.0;69;123
2024-09-06;113.0;202.0;90;240
2024-09-07;162.0;;60;155
2024-09-08;163.0;274.0;63;177
2024-09-09;134.0;265.0;51;174
2024-09-10;171.0;257.0;60;106
2024-09-11;176.0;228.0;90;169
2024-09-12;161.0;292.0;61;112
2024-09-13;177.0;237.0;63;203
2024-09-14;127.0;259.0;55;152
2024-09-15;124.0;258.0;93;129
2024-09-16;149.0;291.0;73;128
2024-09-17;117.0;263.0;97;177
2024-09-18;111.0;244.0;58;125
2024-09-19;115.0;286.0;74;175
2024-09-20;102.0;265.0;85;106
2024-09-21;135.0;236.0;62;235
2024-09-22;129.0;203.0;87;123
2024-09-23;102.0;272.0;82;220
2024-09-24;167.0;278.0;88;248
2024-09-25;144.0;234.0;97;231
2024-09-26;130.0;260.0;89;226
2024-09-27;120.0;271.0;87;231
2024-09-28;147.0;277.0;73;176
2024-09-29;176.0;293.0;57;115
2024-09-30;103.0;259.0;62;212
2024-10-01;132.0;233.0;91;175
2024-10-02;141.0;245.0;55;134
2024-10-03;165.0;249.0;78;230
2024-10-04;182.0;218.0;89;164
2024-10-05;168.0;224.0;72;223
2024-10-06;161.0;220.0;80;146
2024-10-07;179.0;252.0;59;237
2024-10-08;163.0;242.0;91;239
2024-10-09;147.0;251.0;76;106
2024-10-10;166.0;207.0;62;247
2024-10-11;139.0;281.0;86;162
2024-10-12;189.0;288.0;90;109
2024-10-13;125.0;278.0;68;117
2024-10-14;164.0;269.0;85;152
2024-10-15;100.0;241.0;97;118
2024-10-16;172.0;211.0;90;218
2024-10-17;115.0;217.0;58;183
2024-10-18;158.0;232.0;68;138
2024-10-19;122.0;225.0;51;247
2024-10-20;103.0;232.0;91;170
2024-10-21;;250.0;75;213
2024-10-22;168.0;242.0;58;155
2024-10-23;179.0;296.0;58;180
2024-10-24;176.0;210.0;50;177
2024-10-25;145.0;267.0;82;225
2024-10-26;193.0;221.0;65;216
2024-10-27;182.0;226.0;71;194
2024-10-28;105.0;244.0;61;122
2024-10-29;137.0;299.0;70;112
2024-10-30;167.0;295.0;70;110
2024-10-31;165.0;283.0;72;194
2024-11-01;186.0;205.0;69;230
2024-11-02;155.0;244.0;56;111
2024-11-03;141.0;281.0;92;190
2024-11-04;115.0;268.0;63;155
2024-11-05;197.0;236.0;50;237
2024-11-06;146.0;211.0;72;155
2024-11-07;182.0;247.0;65;209
2024-11-08;196.0;298.0;88;247
2024-11-09;167.0;229.0;68;152
2024-11-10;114.0;216.0;94;119
2024-11-11;152.0;281.0;64;241
2024-11-12;140.0;285.0;63;227
2024-11-13;161.0;279.0;54;133
2024-11-14;133.0;247.0;57;145
2024-11-15;114.0;246.0;65;182
2024-11-16;174.0;274.0;68;172
2024-11-17;190.0;207.0;62;174
2024-11-18;103.0;232.0;68;233
2024-11-19;121.0;208.0;53;225
2024-11-20;145.0;250.0;72;163
2024-11-21;171.0;292.0;54;207
2024-11-22;126.0;259.0;80;201
2024-11-23;157.0;204.0;61;174
2024-11-24;129.0;241.0;71;232
2024-11-25;135.0;258.0;74;208
;140.0;246.0;62;129
2024-11-27;137.0;245.0;58;152
2024-11-28;129.0;297.0;54;149
2024-11-29;116.0;220.0;96;238
2024-11-30;156.0;245.0;90;191
2024-12-01;177.0;237.0;52;100
2024-12-02;128.0;216.0;86;155
2024-12-03;130.0;299.0;72;201
2024-12-04;191.0;248.0;92;166
2024-12-05;130.0;249.0;68;198
2024-12-06;144.0;290.0;59;207
2024-12-07;134.0;227.0;88;113
2024-12-08;115.0;225.0;92;230
2024-12-09;137.0;286.0;51;203
2024-12-10;128.0;230.0;95;156
2024-12-11;132.0;243.0;68;170
2024-12-12;179.0;226.0;92;139
2024-12-13;189.0;227.0;80;189
2024-12-14;110.0;237.0;51;209
2024-12-15;117.0;226.0;97;180
2024-12-16;137.0;247.0;67;189
2024-12-17;153.0;281.0;56;215
2024-12-18;194.0;233.0;98;211
2024-12-19;182.0;227.0;67;216
2024-12-20;100.0;218.0;76;241
2024-12-21;170.0;242.0;74;204
2024-12-22;197.0;233.0;88;134
2024-12-23;118.0;239.0;64;137
2024-12-24;135.0;241.0;65;213
2024-12-25;125.0;256.0;97;116
2024-12-26;121.0;248.0;72;140
2024-12-27;139.0;219.0;58;224
2024-12-28;182.0;265.0;69;136
2024-12-29;107.0;256.0;70;211
2024-12-30;146.0;273.0;89;208
2024-12-31;191.0;279.0;55;159
;110.0;282.0;57;142
2025-01-02;177.0;272.0;79;151
2025-01-03;166.0;225.0;73;101
2025-01-04;120.0;211.0;52;187
2025-01-05;177.0;261.0;94;163
2025-01-06;122.0;218.0;50;123
2025-01-07;145.0;218.0;93;154
2025-01-08;189.0;266.0;81;118
2025-01-09;171.0;262.0;90;103
2025-01-10;148.0;217.0;93;198
2025-01-11;110.0;291.0;55;152
2025-01-12;109.0;209.0;80;129
2025-01-13;103.0;287.0;79;154
2025-01-14;106.0;281.0;71;221
2025-01-15;121.0;260.0;66;179
2025-01-16;151.0;233.0;81;207
2025-01-17;198.0;227.0;98;173
2025-01-18;184.0;255.0;99;228
2025-01-19;117.0;213.0;78;124
2025-01-20;;;73;246
2025-01-21;;244.0;95;204
2025-01-22;158.0;;58;146
2025-01-23;129.0;239.0;59;237
2025-01-24;135.0;212.0;62;181
2025-01-25;149.0;267.0;91;219
2025-01-26;123.0;267.0;60;158
2025-01-27;170.0;210.0;70;123
2025-01-28;166.0;233.0;58;168
2025-01-29;116.0;;74;182
2025-01-30;103.0;233.0;71;113
2025-01-31;119.0;272.0;91;128
2025-02-01;138.0;256.0;53;134
2025-02-02;125.0;260.0;59;159
2025-02-03;156.0;259.0;86;129
2025-02-04;147.0;235.0;58;231
2025-02-05;139.0;240.0;69;203
2025-02-06;134.0;274.0;52;117
2025-02-07;172.0;271.0;81;148
2025-02-08;108.0;244.0;76;241
2025-02-09;135.0;274.0;76;223
2025-02-10;126.0;279.0;84;150
2025-02-11;177.0;240.0;66;140
2025-02-12;182.0;283.0;96;192
2025-02-13;184.0;215.0;97;209
2025-02-14;151.0;274.0;88;174
2025-02-15;191.0;255.0;95;178
2025-02-16;194.0;293.0;80;183
2025-02-17;190.0;219.0;96;191
2025-02-18;127.0;207.0;75;194
2025-02-19;136.0;204.0;89;149
2025-02-20;126.0;212.0;72;113
2025-02-21;165.0;253.0;86;196
2025-02-22;142.0;279.0;71;130
2025-02-23;163.0;282.0;66;194
2025-02-24;107.0;272.0;90;212
2025-02-25;113.0;228.0;57;214
2025-02-26;131.0;242.0;67;212
2025-02-27;197.0;204.0;96;176
2025-02-28;136.0;253.0;65;183
2025-03-01;127.0;276.0;78;214
2025-03-02;162.0;220.0;94;241
2025-03-03;199.0;251.0;95;246
2025-03-04;114.0;234.0;93;106
2025-03-05;137.0;;59;148
;188.0;207.0;86;235
2025-03-07;;272.0;88;196
2025-03-08;187.0;203.0;82;164
2025-03-09;135.0;245.0;90;190
2025-03-10;152.0;265.0;68;236
2025-03-11;187.0;245.0;88;216
2025-03-12;142.0;259.0;88;169
2025-03-13;188.0;266.0;92;208
2025-03-14;169.0;;89;215
2025-03-15;118.0;201.0;78;204
2025-03-16;120.0;238.0;75;247
2025-03-17;158.0;250.0;79;165
2025-03-18;;280.0;69;231
2025-03-19;187.0;262.0;98;126
2025-03-20;128.0;237.0;55;113
2025-03-21;172.0;280.0;96;125
2025-03-22;192.0;230.0;78;217
2025-03-23;170.0;283.0;63;130
2025-03-24;148.0;259.0;76;169
2025-03-25;194.0;278.0;55;155
2025-03-26;150.0;254.0;81;143
2025-03-27;142.0;278.0;98;128
2025-03-28;176.0;272.0;50;206
2025-03-29;114.0;252.0;74;203
2025-03-30;178.0;245.0;81;165
2025-03-31;123.0;245.0;80;202
2025-04-01;123.0;294.0;91;188
2025-04-02;111.0;259.0;85;120
2025-04-03;160.0;248.0;79;217
2025-04-04;112.0;233.0;97;154
2025-04-05;186.0;201.0;72;223
2025-04-06;106.0;217.0;61;104
2025-04-07;141.0;257.0;99;170
2025-04-08;142.0;204.0;87;241
2025-04-09;111.0;276.0;80;166
2025-04-10;190.0;235.0;67;223
2025-04-11;186.0;249.0;89;161
2025-04-12;;256.0;54;204
2025-04-13;189.0;230.0;61;201
2025-04-14;111.0;260.0;95;136
2025-04-15;115.0;255.0;59;242
2025-04-16;193.0;232.0;51;144
2025-04-17;121.0;267.0;96;140
2025-04-18;163.0;227.0;67;126
2025-04-19;123.0;262.0;96;142
2025-04-20;173.0;202.0;50;248
2025-04-21;183.0;;56;197
2025-04-22;113.0;242.0;76;191
2025-04-23;195.0;238.0;98;167
2025-04-24;136.0;287.0;72;135
2025-04-25;139.0;281.0;86;107
2025-04-26;198.0;271.0;50;212
2025-04-27;193.0;226.0;64;110
2025-04-28;166.0;239.0;75;127
2025-04-29;102.0;238.0;60;190
2025-04-30;133.0;272.0;59;173
2025-05-01;139.0;266.0;82;156
2025-05-02;190.0;214.0;62;199
2025-05-03;111.0;241.0;54;193
2025-05-04;188.0;259.0;60;144
2025-05-05;198.0;239.0;85;212
2025-05-06;123.0;206.0;79;245
2025-05-07;119.0;212.0;91;151
2025-05-08;198.0;297.0;52;219
2025-05-09;193.0;251.0;75;187
2025-05-10;142.0;214.0;96;179
2025-05-11;177.0;298.0;91;163
2025-05-12;197.0;294.0;80;195
2025-05-13;189.0;285.0;83;238
2025-05-14;132.0;254.0;54;124
2025-05-15;150.0;278.0;78;244
2025-05-16;109.0;298.0;54;130
2025-05-17;151.0;248.0;71;201
2025-05-18;104.0;299.0;65;189
;114.0;282.0;82;157
;139.0;262.0;89;207
2025-05-21;112.0;291.0;98;242
2025-05-22;127.0;240.0;98;223
2025-05-23;166.0;221.0;55;150
2025-05-24;195.0;295.0;51;160
2025-05-25;127.0;249.0;58;179
2025-05-26;163.0;268.0;90;132
2025-05-27;147.0;;83;241
2025-05-28;165.0;215.0;80;100
2025-05-29;112.0;282.0;99;191
2025-05-30;172.0;269.0;73;140
2025-05-31;158.0;288.0;74;160
2025-06-01;158.0;221.0;85;124
2025-06-02;107.0;295.0;69;104
2025-06-03;196.0;212.0;58;188
2025-06-04;117.0;228.0;98;218
2025-06-05;101.0;251.0;98;116
2025-06-06;114.0;258.0;63;112
2025-06-07;168.0;286.0;56;134
2025-06-08;113.0;215.0;66;113
2025-06-09;193.0;293.0;69;164
2025-06-10;162.0;252.0;71;134
2025-06-11;131.0;267.0;98;174
2025-06-12;103.0;207.0;75;194
2025-06-13;109.0;217.0;89;147
2025-06-14;167.0;241.0;52;233
2025-06-15;148.0;254.0;58;176
2025-06-16;167.0;252.0;70;101
2025-06-17;139.0;215.0;54;165
2025-06-18;119.0;269.0;79;201
2025-06-19;188.0;222.0;61;168
2025-06-20;147.0;221.0;56;178
2025-06-21;192.0;210.0;55;211
2025-06-22;117.0;287.0;73;193
2025-06-23;160.0;268.0;66;121
2025-06-24;129.0;202.0;65;203
2025-06-25;129.0;213.0;65;119
2025-06-26;177.0;261.0;55;198
2025-06-27;101.0;264.0;55;203
2025-06-28;150.0;291.0;95;224
2025-06-29;146.0;295.0;55;247
2025-06-30;196.0;286.0;67;116
2025-07-01;104.0;284.0;60;246
2025-07-02;193.0;252.0;74;133
2025-07-03;198.0;294.0;87;102
2025-07-04;121.0;214.0;76;226
2025-07-05;161.0;259.0;88;235
2025-07-06;181.0;209.0;58;110
2025-07-07;198.0;276.0;81;168
2025-07-08;134.0;271.0;78;247
2025-07-09;127.0;298.0;50;206
2025-07-10;138.0;212.0;62;168
2025-07-11;129.0;271.0;75;216
2025-07-12;159.0;205.0;80;153
2025-07-13;193.0;208.0;60;143
2025-07-14;150.0;244.0;55;166
2025-07-15;181.0;295.0;57;229
2025-07-16;193.0;218.0;89;142
2025-07-17;197.0;231.0;54;189
2025-07-18;190.0;280.0;93;223
2025-07-19;136.0;298.0;57;103
2025-07-20;;254.0;99;192
2025-07-21;126.0;233.0;81;232
2025-07-22;182.0;285.0;94;143
2025-07-23;160.0;250.0;72;123
2025-07-24;191.0;238.0;83;216
2025-07-25;189.0;223.0;67;150
2025-07-26;172.0;292.0;57;206
2025-07-27;197.0;244.0;86;173
2025-07-28;169.0;297.0;54;188
2025-07-29;115.0;219.0;71;155
2025-07-30;156.0;255.0;53;166
2025-07-31;172.0;242.0;75;107
2025-08-01;169.0;218.0;91;227
2025-08-02;140.0;298.0;58;150
2025-08-03;114.0;205.0;88;131
2025-08-04;146.0;201.0;65;106
2025-08-05;120.0;291.0;61;235
2025-08-06;178.0;225.0;95;208
2025-08-07;136.0;250.0;61;189
2025-08-08;198.0;210.0;78;180
2025-08-09;194.0;220.0;54;241
2025-08-10;181.0;283.0;57;207
2025-08-11;129.0;237.0;98;240
2025-08-12;134.0;284.0;71;175
2025-08-13;112.0;293.0;62;112
2025-08-14;109.0;297.0;93;138
2025-08-15;146.0;296.0;92;150
2025-08-16;132.0;241.0;62;235
2025-08-17;133.0;220.0;88;198
2025-08-18;172.0;275.0;63;127
2025-08-19;199.0;250.0;90;119
2025-08-20;101.0;215.0;64;167
2025-08-21;138.0;280.0;81;182
2025-08-22;123.0;286.0;98;163
2025-08-23;156.0;272.0;60;151
2025-08-24;118.0;247.0;60;192
2025-08-25;196.0;265.0;61;249
2025-08-26;162.0;213.0;74;236
2025-08-27;189.0;282.0;96;130
2025-08-28;163.0;289.0;92;215
2025-08-29;190.0;281.0;77;116
2025-08-30;134.0;244.0;73;111
2025-08-31;179.0;260.0;83;168
2025-09-01;137.0;201.0;91;141
2025-09-02;;249.0;76;136
2025-09-03;140.0;258.0;76;193
2025-09-04;177.0;281.0;67;221
2025-09-05;179.0;289.0;96;181
2025-09-06;159.0;276.0;85;102
2025-09-07;125.0;216.0;81;249
2025-09-08;136.0;219.0;92;197
2025-09-09;153.0;287.0;81;165
2025-09-10;153.0;250.0;61;161
2025-09-11;146.0;280.0;84;218
2025-09-12;186.0;259.0;58;239
2025-09-13;101.0;204.0;58;109
2025-09-14;106.0;296.0;53;237
2025-09-15;121.0;287.0;56;165
2025-09-16;189.0;247.0;95;220
2025-09-17;116.0;227.0;51;106
2025-09-18;171.0;227.0;84;164
2025-09-19;195.0;280.0;94;185
2025-09-20;132.0;219.0;85;163
2025-09-21;185.0;258.0;62;109
2025-09-22;140.0;293.0;52;103
2025-09-23;149.0;252.0;72;230
2025-09-24;143.0;254.0;69;239
2025-09-25;129.0;244.0;87;205
2025-09-26;143.0;225.0;52;246
2025-09-27;115.0;226.0;89;236
2025-09-28;102.0;242.0;84;131
2025-09-29;131.0;245.0;66;184
2025-09-30;118.0;202.0;67;170
2025-10-01;140.0;284.0;84;238
2025-10-02;143.0;200.0;99;186
2025-10-03;158.0;223.0;67;119
2025-10-04;109.0;234.0;86;180
2025-10-05;171.0;293.0;79;176
2025-10-06;114.0;270.0;57;171
2025-10-07;123.0;216.0;91;153
2025-10-08;192.0;273.0;59;190
2025-10-09;185.0;249.0;54;159
2025-10-10;156.0;200.0;56;218
2025-10-11;123.0;241.0;69;149
2025-10-12;190.0;268.0;62;162
2025-10-13;198.0;248.0;72;117
2025-10-14;164.0;275.0;98;111
2025-10-15;125.0;299.0;53;160
2025-10-16;135.0;223.0;99;141
2025-10-17;101.0;258.0;65;208
2025-10-18;181.0;215.0;64;117
2025-10-19;196.0;;54;135
2025-10-20;157.0;270.0;62;190
2025-10-21;154.0;247.0;98;105
2025-10-22;152.0;256.0;62;176
2025-10-23;127.0;247.0;90;197
2025-10-24;109.0;239.0;75;122
2025-10-25;130.0;274.0;51;126
2025-10-26;120.0;257.0;74;150
2025-10-27;177.0;227.0;54;108
2025-10-28;104.0;281.0;72;236
2025-10-29;186.0;274.0;74;199
2025-10-30;108.0;209.0;53;230
2025-10-31;152.0;263.0;80;153
2025-11-01;189.0;251.0;62;188
2025-11-02;127.0;262.0;89;166
2025-11-03;179.0;227.0;72;102
2025-11-04;109.0;208.0;93;160
2025-11-05;122.0;228.0;60;218
2025-11-06;190.0;251.0;82;116
2025-11-07;124.0;277.0;81;107
2025-11-08;166.0;232.0;50;104
2025-11-09;149.0;264.0;57;237
2025-11-10;117.0;268.0;64;172
2025-11-11;133.0;288.0;67;187
2025-11-12;159.0;276.0;94;195
2025-11-13;155.0;236.0;87;138
2025-11-14;182.0;;60;184
2025-11-15;121.0;250.0;79;114
2025-11-16;147.0;232.0;52;135
2025-11-17;140.0;214.0;95;210
2025-11-18;117.0;255.0;84;222
2025-11-19;191.0;285.0;64;119
2025-11-20;129.0;247.0;83;138
2025-11-21;145.0;261.0;50;169
2025-11-22;164.0;263.0;63;194
2025-11-23;187.0;291.0;75;103
2025-11-24;116.0;257.0;81;194
2025-11-25;153.0;263.0;61;237
2025-11-26;106.0;291.0;79;229
2025-11-27;142.0;213.0;56;215
2025-11-28;197.0;215.0;56;192
2025-11-29;151.0;256.0;50;123
2025-11-30;197.0;286.0;88;188
2025-12-01;174.0;294.0;79;195
2025-12-02;128.0;241.0;60;134
2025-12-03;199.0;216.0;69;171
2025-12-04;170.0;270.0;89;177
2025-12-05;102.0;232.0;66;113
2025-12-06;178.0;219.0;63;125
2025-12-07;151.0;264.0;69;169
2025-12-08;197.0;281.0;60;228
2025-12-09;167.0;256.0;88;155
2025-12-10;112.0;233.0;93;226
2025-12-11;140.0;218.0;61;134
2025-12-12;176.0;292.0;96;129
2025-12-13;157.0;216.0;75;240
2025-12-14;103.0;264.0;82;169
2025-12-15;105.0;214.0;99;134
2025-12-16;128.0;249.0;95;209
2025-12-17;128.0;253.0;52;199
2025-12-18;156.0;282.0;55;115
2025-12-19;137.0;291.0;82;246
2025-12-20;128.0;287.0;80;117
2025-12-21;140.0;250.0;84;103
2025-12-22;118.0;251.0;58;227
2025-12-23;168.0;240.0;71;120
;104.0;221.0;74;171
2025-12-25;190.0;220.0;90;205
2025-12-26;176.0;215.0;82;209
2025-12-27;106.0;288.0;83;182
2025-12-28;165.0;272.0;67;125
2025-12-29;144.0;298.0;85;222
2025-12-30;158.0;232.0;54;199
2025-12-31;139.0;271.0;56;171
2026-01-01;129.0;203.0;71;191
2026-01-02;196.0;251.0;77;237
2026-01-03;118.0;240.0;64;202
2026-01-04;170.0;291.0;58;131
2026-01-05;150.0;244.0;75;227
2026-01-06;195.0;252.0;53;173
2026-01-07;147.0;287.0;60;239
2026-01-08;150.0;234.0;71;228
;188.0;291.0;75;246
2026-01-10;162.0;218.0;54;120
2026-01-11;145.0;284.0;90;243
2026-01-12;185.0;213.0;50;186
2026-01-13;184.0;255.0;74;222
2026-01-14;103.0;244.0;98;161
2026-01-15;123.0;211.0;94;201
2026-01-16;192.0;238.0;93;188
2026-01-17;191.0;211.0;85;138
2026-01-18;147.0;220.0;59;122
2026-01-19;136.0;273.0;81;220
2026-01-20;196.0;250.0;57;186
2026-01-21;104.0;267.0;98;216
2026-01-22;100.0;272.0;67;187
2026-01-23;163.0;270.0;52;127
2026-01-24;109.0;261.0;55;188
2026-01-25;119.0;253.0;54;100
2026-01-26;107.0;277.0;66;126
2026-01-27;193.0;287.0;58;186
2026-01-28;105.0;280.0;85;158
2026-01-29;191.0;243.0;84;217
2026-01-30;113.0;213.0;61;168
2026-01-31;189.0;233.0;55;201
2026-02-01;133.0;299.0;88;198
2026-02-02;142.0;268.0;52;108
2026-02-03;113.0;216.0;96;242
2026-02-04;128.0;236.0;64;162
2026-02-05;114.0;273.0;51;112
2026-02-06;120.0;293.0;85;200
2026-02-07;144.0;256.0;77;242
2026-02-08;148.0;287.0;93;228
2026-02-09;162.0;251.0;53;228
2026-02-10;191.0;279.0;70;129
